genomefile,brieftax,f_major,f_ident,f_removed,n_reason_1,n_reason_2,n_reason_3,refsize,ratio,clean_bp,clean_n,dirty_n,dirty_bp,missed_n,missed_bp,taxguessed,taxprovided,comment
TARA_PSW_MAG_00023.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00024.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00026.fa,genus g__Desulfobacter,0.9983443708609272,0.8973258501155497,0.001864993920673546,0,2,0,5530000,1.08,5984548,403,2,11182,4,13316,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter sp003538835,,
TARA_PSW_MAG_00027.fa,genus g__UBA721,0.9978476108480413,0.5074268239405854,0.0,0,0,0,4946000,0.94,4645294,164,0,0,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002701385,,
TARA_PSW_MAG_00028.fa,genus g__Alkalispirochaeta,0.999198503873898,0.9207872078720787,0.0,0,0,0,3813000,1.04,3968077,68,0,0,0,0,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Alkalispirochaetaceae;g__Alkalispirochaeta;s__Alkalispirochaeta sp002313505,,
TARA_PSW_MAG_00029.fa,genus g__Roseovarius,0.9752665245202559,0.7832331329325317,0.09826488407835318,4,6,2,2573000,1.06,2735271,97,12,298071,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp002720475,,
TARA_PSW_MAG_00030.fa,genus g__GCA-2721815,0.9982893450635386,0.9129852744310576,0.0021146196268323502,0,0,1,4563000,0.99,4518898,214,1,9576,1,3299,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__GCA-2721815;g__GCA-2721815;s__GCA-2721815 sp002721815,,
TARA_PSW_MAG_00032.fa,genus g__Stappia,0.9978788592976667,0.9383016364440513,0.01607492572294047,0,2,0,4570000,0.97,4438303,245,2,72511,5,18686,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002722295,,
TARA_PSW_MAG_00033.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00036.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00037.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00038.fa,genus g__Roseibacillus,0.9991670137442732,0.8051643192488263,0.0013980839141474921,0,1,0,3614000,0.82,2949913,499,1,4130,11,34727,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002723015,,
TARA_PSW_MAG_00039.fa,genus g__UBA816,1.0,0.992721979621543,0.0,0,0,0,740000,0.97,715158,29,0,0,1,2842,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__bac17;f__UBA816;g__UBA816;s__UBA816 sp002313635,,
TARA_PSW_MAG_00040.fa,genus g__UBA830,0.9996447602131439,0.9095315024232633,0.0,0,0,0,3042000,1.02,3100748,145,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__UBA830;s__UBA830 sp002471575,,
TARA_PSW_MAG_00041.fa,genus g__GCA-002728855,0.9766483516483516,0.4455324357405141,0.0036940372140988344,0,1,1,1575000,0.99,1565107,56,2,5803,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002728855;s__GCA-002728855 sp002728855,,
TARA_PSW_MAG_00042.fa,,,,,,,,,,,,,,,,,,no matches to this genome were found in the database; nothing to do
TARA_PSW_MAG_00043.fa,genus g__MGIIa-L3,0.9993412384716732,0.868421052631579,0.0,0,0,0,1812000,0.98,1777024,163,0,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L3;s__MGIIa-L3 sp002722135,,
TARA_PSW_MAG_00044.fa,genus g__GCA-002708145,1.0,0.5800865800865801,0.0,0,0,0,1308000,0.88,1151636,165,0,0,6,17004,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__GCA-002708145;s__GCA-002708145 sp002728715,,
TARA_PSW_MAG_00045.fa,genus g__UBA5682,0.983495145631068,0.37812041116005873,0.009906958905460301,1,5,1,2200000,1.24,2731237,375,7,27329,3,10909,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002694065,,
TARA_PSW_MAG_00046.fa,genus g__GCA-2721365,0.9922646038943719,0.860849598163031,0.015333826747431003,0,5,0,4030000,1.08,4354439,184,5,67810,2,9548,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__GCA-2721365;g__GCA-2721365;s__GCA-2721365 sp002721365,,
TARA_PSW_MAG_00047.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00048.fa,genus g__TMED109,1.0,0.6350059737156512,0.0,0,0,0,1418000,1.19,1681719,167,0,0,4,12394,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp002720535,,
TARA_PSW_MAG_00049.fa,genus g__UBA8592,0.9745685740236149,0.607280750137893,0.049003212821419395,2,1,9,1792000,0.97,1732195,171,12,89257,1,2603,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__UBA8592;s__UBA8592 sp002724825,,
TARA_PSW_MAG_00053.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00054.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00055.fa,genus g__MGIIa-I,1.0,0.87531328320802,0.0,0,0,0,1725000,0.96,1658583,135,0,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-I;s__MGIIa-I sp002720095,,
TARA_PSW_MAG_00056.fa,genus g__Poseidonia,0.9919504643962849,0.8937465412285556,0.01847098208284627,1,2,1,1834000,1.0,1825430,153,4,34352,2,5480,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002495645,,
TARA_PSW_MAG_00057.fa,genus g__MGIIb-N1,1.0,0.8850653819683414,0.0,0,0,0,1286000,1.12,1441360,29,0,0,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002505695,,
TARA_PSW_MAG_00058.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00059.fa,genus g__GCA-2720125,0.9953106682297772,0.6824,0.05113180714077468,0,3,0,1304000,0.94,1226990,70,3,66119,1,2632,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__GCA-2720125;s__GCA-2720125 sp002720125,,
TARA_PSW_MAG_00060.fa,genus g__UBA9145,0.9984008528784648,0.7768115942028986,0.00749564173551046,0,0,1,2299000,1.05,2424178,311,1,18308,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002719575,,
TARA_PSW_MAG_00061.fa,genus g__UBA8444,0.9693654266958425,0.35675253708040594,0.032015792048180565,0,2,1,1214000,1.05,1280344,142,3,42347,4,15081,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444;s__UBA8444 sp002714805,,
TARA_PSW_MAG_00062.fa,genus g__Pseudomonas_D,0.906635349383441,0.488946310651737,0.07754420006137135,12,14,15,3932000,0.81,3198538,535,41,268878,11,32317,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D pachastrellae,,
TARA_PSW_MAG_00064.fa,genus g__UBA4151,1.0,0.5303589399530358,0.0,0,0,0,3454000,0.87,3020418,521,0,0,7,28123,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151;s__UBA4151 sp002696345,,
TARA_PSW_MAG_00065.fa,genus g__Muricauda_A,0.9342245989304813,0.6051779935275081,0.05266166422903356,2,4,14,3204000,0.91,2910194,358,20,161775,6,20251,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda_A;s__Muricauda_A lutaonensis,,
TARA_PSW_MAG_00066.fa,genus g__UBA6944,0.9979402677651905,0.962816063460585,0.0021330359474087154,0,0,1,2452000,0.83,2029383,100,1,4338,1,2592,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944;s__UBA6944 sp002296525,,
TARA_PSW_MAG_00067.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00068.fa,genus g__GCA-002697625,0.9117647058823529,0.10836653386454183,0.043580412264206246,0,4,0,1729000,0.74,1272522,136,4,57984,3,10374,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002697625;s__GCA-002697625 sp002696275,,
TARA_PSW_MAG_00069.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00070.fa,genus g__Roseibacillus,1.0,0.778395552025417,0.0,0,0,0,3263000,0.78,2545416,376,0,0,9,29962,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002715825,,
TARA_PSW_MAG_00071.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00072.fa,genus g__GCA-2723275,0.9986955387424994,0.9396911007599902,0.0008372528437662753,0,0,1,6525000,0.63,4092108,813,1,3429,24,76072,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__GCA-2723275;s__GCA-2723275 sp002723275,,
TARA_PSW_MAG_00073.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00074.fa,genus g__MED-G09,0.9705882352941176,0.3807062876830319,0.03111397778570131,0,2,2,1343000,0.86,1152145,126,4,36999,1,3351,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp003278145,,
TARA_PSW_MAG_00075.fa,genus g__MGIIb-N1,0.991492652745553,0.8991655076495132,0.019701789755775485,2,1,1,1435000,0.97,1388215,75,4,27900,1,3796,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002505455,,
TARA_PSW_MAG_00076.fa,genus g__JCVI-SCAAA005,0.9961759082217974,0.5911274371291325,0.0029753078044784916,1,1,1,2381000,1.49,3556748,427,3,10614,6,17735,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__JCVI-SCAAA005;s__JCVI-SCAAA005 sp003541985,,
TARA_PSW_MAG_00077.fa,genus g__HIMB100,0.9918367346938776,0.47115384615384615,0.01618764790319423,0,5,0,1214000,1.27,1542786,261,5,25385,5,19454,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__HIMB100;s__HIMB100 sp002721775,,
TARA_PSW_MAG_00078.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00080.fa,genus g__Roseibacillus,1.0,0.869105332745703,0.0,0,0,0,3324000,0.7,2324340,306,0,0,8,24175,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002709915,,
TARA_PSW_MAG_00081.fa,genus g__TMED-70,0.9892638036809815,0.6812957157784744,0.028316700360470216,4,1,1,1179000,0.77,908417,139,6,26473,1,2832,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__TMED-70 sp002703265,,
TARA_PSW_MAG_00082.fa,genus g__GCA-2705055,1.0,0.988190233003511,0.0,0,0,0,3810000,0.83,3172990,517,0,0,13,47051,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__GCA-2705055;s__GCA-2705055 sp002705055,,
TARA_PSW_MAG_00083.fa,genus g__MB11C04,0.9836065573770492,0.5236051502145923,0.011374118143403245,0,4,4,2430000,1.03,2502656,455,8,28793,13,43930,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002692605,,
TARA_PSW_MAG_00084.fa,genus g__UBA3470,0.998676081200353,0.7723244717109747,0.00783530692516063,0,3,0,3109000,0.95,2951052,487,3,23305,11,37555,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA3470;g__UBA3470;s__UBA3470 sp002709525,,
TARA_PSW_MAG_00085.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00086.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00087.fa,genus g__BACL24,0.9980957562568009,0.9464469618949537,0.004275467022448736,2,1,2,4747000,0.81,3830850,636,5,16449,12,35194,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__BACL24;s__BACL24 sp002729725,,
TARA_PSW_MAG_00088.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00089.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00090.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00091.fa,genus g__UBA1100,1.0,0.8423541776142932,0.0,0,0,0,2747000,0.72,1990882,397,0,0,10,31029,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100;s__UBA1100 sp003509725,,
TARA_PSW_MAG_00092.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00093.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00094.fa,genus g__MGIIa-K1,0.9840637450199203,0.5556170448256779,0.008931453234020722,0,0,2,1126000,1.55,1750233,169,2,15773,2,7351,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp002506705,,
TARA_PSW_MAG_00096.fa,genus g__UBA4466,0.9765721331689272,0.973005398920216,0.024497483388134858,0,4,6,2226000,0.75,1664657,185,10,41804,2,6309,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__UBA4466 sp002709305,,
TARA_PSW_MAG_00097.fa,genus g__UBA721,1.0,0.7855978260869565,0.0,0,0,0,4447000,0.8,3564951,583,0,0,12,38815,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002348315,,
TARA_PSW_MAG_00098.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00100.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00101.fa,genus g__MGIIa-K2,0.9933269780743565,0.7816691505216096,0.010089906459008782,0,3,0,1612000,0.83,1334576,187,3,13603,1,2986,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K2;s__MGIIa-K2 sp002719395,,
TARA_PSW_MAG_00102.fa,genus g__Poseidonia,0.998371335504886,0.8492392807745505,0.013286368998252054,2,2,0,1738000,0.86,1493100,263,4,20105,5,15181,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002497765,,
TARA_PSW_MAG_00103.fa,genus g__GCA-2715565,0.9969040247678018,0.7209821428571429,0.007014981795925347,0,1,0,1353000,0.65,882577,180,1,6235,7,22660,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2715565;s__GCA-2715565 sp002715565,,
TARA_PSW_MAG_00104.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00105.fa,genus g__Roseibacillus,0.9976047904191617,0.7286212914485166,0.00423243482216002,0,2,0,3486000,0.67,2344707,541,2,9966,19,65600,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002709395,,
TARA_PSW_MAG_00106.fa,genus g__UBA8366,0.9988597491448119,0.7511777301927195,0.007255699938227599,0,2,0,2477000,0.9,2232262,376,2,16315,6,19998,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__UBA8366 sp002711555,,
TARA_PSW_MAG_00107.fa,genus g__GCA-2699585,0.99798070450976,0.993978590544157,0.0013249450946449073,0,1,1,6588000,0.69,4539072,924,2,6022,27,94906,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__GCA-2699585;s__GCA-2699585 sp002699585,,
TARA_PSW_MAG_00108.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00109.fa,genus g__UBA4421,0.9708255741775295,0.817766497461929,0.0398852678134922,0,9,6,2540000,0.76,1934419,386,15,80360,6,19014,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002348825,,
TARA_PSW_MAG_00110.fa,genus g__UBA1668,0.9924887330996495,0.9375586854460094,0.006389632088145313,0,0,3,3000000,0.73,2200375,465,3,14150,19,56174,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668;s__UBA1668 sp002717655,,
TARA_PSW_MAG_00112.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00113.fa,genus g__UBA1668,0.9995431703974418,0.9056681836988002,0.004656334129438781,0,1,0,2797000,0.87,2424266,270,1,11341,5,15893,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668;s__UBA1668 sp002716385,,
TARA_PSW_MAG_00114.fa,genus g__GCA-002722245,1.0,0.9042801556420234,0.0,0,0,0,2559000,1.01,2586877,119,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245;s__GCA-002722245 sp002717515,,
TARA_PSW_MAG_00115.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00116.fa,genus g__Luminiphilus,0.99906191369606,0.8850145288501453,0.0024276602419454766,0,1,0,2674000,0.9,2407165,116,1,5858,2,6106,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002721785,,
TARA_PSW_MAG_00117.fa,,,,,,,,,,,,,,,,,,no matches to this genome were found in the database; nothing to do
TARA_PSW_MAG_00118.fa,,,,,,,,,,,,,,,,,,no matches to this genome were found in the database; nothing to do
TARA_PSW_MAG_00120.fa,genus g__UBA3465,1.0,0.865114411882778,0.0,0,0,0,4208000,0.61,2577900,605,0,0,26,79566,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002717505,,
TARA_PSW_MAG_00121.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00122.fa,genus g__UBA721,0.99896229678312,0.8824786324786325,0.0009951718135773127,0,0,1,4455000,0.73,3240433,656,1,3228,26,89706,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002717145,,
TARA_PSW_MAG_00123.fa,genus g__GCA-2684655,0.9963768115942029,0.7158206743238237,0.004340384968692305,1,1,0,3724000,0.71,2644687,538,2,11529,12,37973,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__GCA-2684655;s__GCA-2684655 sp002684655,,
TARA_PSW_MAG_00124.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00125.fa,genus g__UBA7800,1.0,0.26457597173144876,0.0,0,0,0,6240000,0.35,2159895,336,0,0,3,10328,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800;s__UBA7800 sp002704825,,
TARA_PSW_MAG_00126.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00127.fa,genus g__UBA7800,0.9985433357611071,0.3944268888250503,0.007331999768075607,0,2,0,6240000,0.55,3424109,477,2,25291,4,16317,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800;s__UBA7800 sp002704825,,
TARA_PSW_MAG_00128.fa,genus g__Martelella,0.7108626198083067,0.20006391818472355,0.18215243035105158,16,51,15,5470000,0.47,2592522,575,82,577411,22,68757,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella mediterranea,,
TARA_PSW_MAG_00129.fa,genus g__Alteromonas,0.9912948857453754,0.7284978200554895,0.02350749445941623,5,3,2,4507000,0.56,2545839,511,10,61287,19,60495,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,,
TARA_PSW_MAG_00130.fa,genus g__UBA7800,0.9988909426987062,0.6930566231104279,0.005741519631736254,0,2,0,6240000,0.64,4004208,478,2,23123,11,37777,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800;s__UBA7800 sp002704825,,
TARA_PSW_MAG_00131.fa,genus g__None,0.2,0.002582978173834431,0.01143200535068159,0,21,0,0,0.0,7789293,1899,21,90077,81,258225,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PSW_MAG_00132.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSW_MAG_00133.fa,genus g__None,0.9233128834355828,0.08127648965345301,0.11894768864701945,0,29,48,0,0.0,3570957,997,77,482102,46,131623,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PSW_MAG_00134.fa,genus g__Martelella,0.948626045400239,0.7537145429986493,0.05635329994091374,8,7,8,4981000,0.42,2101739,513,23,125513,17,50324,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella sp001578105,,
TARA_PSW_MAG_00135.fa,genus g__None,0.38461538461538464,0.003306205493387589,0.007009297291997696,0,8,1,0,0.0,3970236,1234,9,28025,69,203030,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PSW_MAG_00136.fa,genus g__None,0.5420560747663551,0.009010526315789474,0.10263041632952927,0,26,13,0,0.0,10665784,553,39,1219825,5,15989,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_RED_MAG_00001.fa,genus g__Citromicrobium,0.9989354151880766,0.9887719298245614,0.0,0,0,0,2877000,0.99,2849757,10,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium sp002377695,,
TARA_RED_MAG_00002.fa,genus g__GCA-2722105,0.9919137466307277,0.5029371893357434,0.004412415751699662,0,1,1,2203000,0.98,2167884,84,2,9608,2,5813,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-2722105;s__GCA-2722105 sp002722105,,
TARA_RED_MAG_00003.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_RED_MAG_00004.fa,genus g__GCA-2728135,0.9741014799154334,0.9384920634920635,0.0268002384440669,0,1,2,2049000,1.0,2047260,29,3,56378,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__GCA-2728135;s__GCA-2728135 sp002728135,,
TARA_RED_MAG_00005.fa,genus g__UBA6522,0.998389694041868,0.84874715261959,0.0023591691381771923,0,1,0,2285000,0.97,2205309,47,1,5215,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__UBA6522;s__UBA6522 sp002718345,,
TARA_RED_MAG_00006.fa,genus g__UBA6544,0.9990029910269193,0.5500411296956402,0.00411159237297617,0,1,0,2480000,1.51,3738585,106,1,15435,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002724555,,
TARA_RED_MAG_00007.fa,genus g__UBA8079,0.9745762711864406,0.9688013136288999,0.03371134381175094,0,0,1,2857000,0.85,2431333,77,1,84823,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA8079;s__UBA8079 sp002724635,,
TARA_RED_MAG_00008.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_RED_MAG_00009.fa,genus g__GCA-002715585,0.9964850615114236,0.6458569807037458,0.0,0,0,0,792000,1.18,930732,61,0,0,0,0,d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__GCA-002715585;s__GCA-002715585 sp002697665,,
TARA_RED_MAG_00010.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
